x.lo.l,y.lo.l,x.lo.r,y.lo.r,x.med.l,y.med.l,x.med.r,y.med.r,x.hi.l,y.hi.l,x.hi.r,y.hi.r
-1.83680,7.08094,1.84740,-7.06638,-1.76223,7.08086,1.81145,-7.06647,-1.72819,7.08070,1.73495,-7.06663
-1.83680,7.04410,1.84740,-7.02954,-1.76223,7.04402,1.81145,-7.02963,-1.72819,7.04386,1.73495,-7.02979
-1.83680,7.00726,1.84740,-6.99270,-1.76223,7.00717,1.81145,-6.99279,-1.72819,7.00702,1.73495,-6.99294
-1.83680,6.97042,1.84740,-6.95586,-1.79907,6.97033,1.81145,-6.95594,-1.72819,6.97017,1.73495,-6.95610
-1.83680,6.93358,1.84740,-6.91902,-1.79907,6.93349,1.81145,-6.91910,-1.72819,6.93333,1.73495,-6.91926
-1.87364,6.89673,1.84740,-6.88217,-1.79907,6.89665,1.81145,-6.88226,-1.72819,6.89649,1.73495,-6.88242
-1.87364,6.85989,1.84740,-6.84533,-1.79907,6.85981,1.81145,-6.84542,-1.76504,6.85965,1.73495,-6.84558
-1.87364,6.82305,1.84740,-6.80849,-1.79907,6.82296,1.81145,-6.80858,-1.76504,6.82281,1.73495,-6.80873
-1.87364,6.78621,1.84740,-6.77165,-1.79907,6.78612,1.81145,-6.77173,-1.76504,6.78596,1.73495,-6.77189
-1.87364,6.74937,1.84740,-6.73481,-1.79907,6.74928,1.81145,-6.73489,-1.76504,6.74912,1.73495,-6.73505
-1.87364,6.71252,1.84740,-6.69796,-1.79907,6.71244,1.81145,-6.69805,-1.76504,6.71228,1.73495,-6.69821
-1.87364,6.67568,1.84740,-6.66112,-1.83591,6.67560,1.81145,-6.66121,-1.76504,6.67544,1.73495,-6.66137
-1.87364,6.63884,1.84740,-6.62428,-1.83591,6.63875,1.77461,-6.62437,-1.76504,6.63860,1.73495,-6.62452
-1.87364,6.60200,1.84740,-6.58744,-1.83591,6.60191,1.77461,-6.58752,-1.76504,6.60175,1.73495,-6.58768
-1.91048,6.56516,1.84740,-6.55060,-1.83591,6.56507,1.81145,-6.55068,-1.76504,6.56491,1.73495,-6.55084
-1.91048,6.52831,1.84740,-6.51375,-1.83591,6.52823,1.81145,-6.51384,-1.76504,6.52807,1.73495,-6.51400
-1.91048,6.49147,1.84740,-6.47691,-1.83591,6.49139,1.81145,-6.47700,-1.76504,6.49123,1.73495,-6.47716
-1.91048,6.45463,1.84740,-6.44007,-1.83591,6.45454,1.81145,-6.44016,-1.80188,6.45439,1.73495,-6.44031
-1.91048,6.41779,1.84740,-6.40323,-1.83591,6.41770,1.81145,-6.40331,-1.76504,6.41754,1.73495,-6.40347
-1.91048,6.38095,1.84740,-6.36639,-1.83591,6.38086,1.81145,-6.36647,-1.76504,6.38070,1.73495,-6.36663
-1.91048,6.34410,1.84740,-6.32954,-1.83591,6.34402,1.81145,-6.32963,-1.76504,6.34386,1.73495,-6.32979
-1.91048,6.30726,1.84740,-6.29270,-1.83591,6.30718,1.77461,-6.29279,-1.76504,6.30702,1.73495,-6.29295
-1.91048,6.27042,1.84740,-6.25586,-1.83591,6.27033,1.77461,-6.25595,-1.76504,6.27018,1.73495,-6.25610
-1.91048,6.23358,1.84740,-6.21902,-1.83591,6.23349,1.77461,-6.21910,-1.80188,6.23333,1.73495,-6.21926
-1.91048,6.19674,1.84740,-6.18218,-1.83591,6.19665,1.77461,-6.18226,-1.80188,6.19649,1.73495,-6.18242
-1.91048,6.15989,1.84740,-6.14533,-1.83591,6.15981,1.77461,-6.14542,-1.80188,6.15965,1.73495,-6.14558
-1.91048,6.12305,1.84740,-6.10849,-1.83591,6.12297,1.77461,-6.10858,-1.80188,6.12281,1.73495,-6.10874
-1.91048,6.08621,1.84740,-6.07165,-1.83591,6.08612,1.77461,-6.07174,-1.80188,6.08597,1.73495,-6.07189
-1.91048,6.04937,1.84740,-6.03481,-1.83591,6.04928,1.77461,-6.03489,-1.80188,6.04912,1.73495,-6.03505
-1.91048,6.01253,1.84740,-5.99797,-1.83591,6.01244,1.77461,-5.99805,-1.80188,6.01228,1.73495,-5.99821
-1.91048,5.97568,1.84740,-5.96112,-1.83591,5.97560,1.77461,-5.96121,-1.80188,5.97544,1.73495,-5.96137
-1.91048,5.93884,1.84740,-5.92428,-1.83591,5.93876,1.77461,-5.92437,-1.80188,5.93860,1.73495,-5.92453
-1.91048,5.90200,1.84740,-5.88744,-1.83591,5.90191,1.77461,-5.88753,-1.80188,5.90176,1.73495,-5.88768
-1.91048,5.86516,1.84740,-5.85060,-1.83591,5.86507,1.77461,-5.85068,-1.76504,5.86491,1.73495,-5.85084
-1.91048,5.82832,1.84740,-5.81376,-1.83591,5.82823,1.81145,-5.81384,-1.76504,5.82807,1.73495,-5.81400
-1.91048,5.79147,1.84740,-5.77691,-1.83591,5.79139,1.81145,-5.77700,-1.76504,5.79123,1.73495,-5.77716
-1.87364,5.75463,1.84740,-5.74007,-1.83591,5.75455,1.81145,-5.74016,-1.76504,5.75439,1.73495,-5.74032
-1.87364,5.71779,1.84740,-5.70323,-1.83591,5.71770,1.77461,-5.70332,-1.76504,5.71755,1.73495,-5.70347
-1.87364,5.68095,1.84740,-5.66639,-1.83591,5.68086,1.77461,-5.66647,-1.76504,5.68070,1.73495,-5.66663
-1.87364,5.64411,1.84740,-5.62955,-1.83591,5.64402,1.77461,-5.62963,-1.76504,5.64386,1.73495,-5.62979
-1.87364,5.60726,1.84740,-5.59270,-1.83591,5.60718,1.77461,-5.59279,-1.76504,5.60702,1.73495,-5.59295
-1.87364,5.57042,1.84740,-5.55586,-1.83591,5.57034,1.77461,-5.55595,-1.76504,5.57018,1.73495,-5.55611
-1.87364,5.53358,1.84740,-5.51902,-1.83591,5.53349,1.77461,-5.51911,-1.76504,5.53334,1.73495,-5.51926
-1.87364,5.49674,1.84740,-5.48218,-1.79907,5.49665,1.77461,-5.48226,-1.76504,5.49649,1.73495,-5.48242
-1.87364,5.45990,1.84740,-5.44534,-1.79907,5.45981,1.77461,-5.44542,-1.76504,5.45965,1.73495,-5.44558
-1.87364,5.42305,1.84740,-5.40849,-1.79907,5.42297,1.77461,-5.40858,-1.76504,5.42281,1.73495,-5.40874
-1.87364,5.38621,1.84740,-5.37165,-1.79907,5.38613,1.77461,-5.37174,-1.72819,5.38597,1.73495,-5.37190
-1.83680,5.34937,1.84740,-5.33481,-1.79907,5.34928,1.77461,-5.33490,-1.72819,5.34913,1.73495,-5.33505
-1.83680,5.31253,1.84740,-5.29797,-1.79907,5.31244,1.77461,-5.29805,-1.72819,5.31228,1.73495,-5.29821
-1.83680,5.27569,1.84740,-5.26113,-1.79907,5.27560,1.77461,-5.26121,-1.72819,5.27544,1.73495,-5.26137
-1.87364,5.23884,1.84740,-5.22428,-1.79907,5.23876,1.77461,-5.22437,-1.72819,5.23860,1.73495,-5.22453
-1.87364,5.20200,1.84740,-5.18744,-1.79907,5.20192,1.77461,-5.18753,-1.72819,5.20176,1.73495,-5.18769
-1.87364,5.16516,1.84740,-5.15060,-1.79907,5.16507,1.77461,-5.15069,-1.72819,5.16492,1.73495,-5.15084
-1.87364,5.12832,1.84740,-5.11376,-1.79907,5.12823,1.77461,-5.11384,-1.76504,5.12807,1.73495,-5.11400
-1.87364,5.09148,1.84740,-5.07692,-1.79907,5.09139,1.77461,-5.07700,-1.76504,5.09123,1.73495,-5.07716
-1.87364,5.05463,1.84740,-5.04007,-1.79907,5.05455,1.77461,-5.04016,-1.76504,5.05439,1.73495,-5.04032
-1.87364,5.01779,1.84740,-5.00323,-1.79907,5.01771,1.77461,-5.00332,-1.76504,5.01755,1.73495,-5.00348
-1.87364,4.98095,1.84740,-4.96639,-1.79907,4.98086,1.77461,-4.96648,-1.72819,4.98071,1.73495,-4.96663
-1.87364,4.94411,1.84740,-4.92955,-1.79907,4.94402,1.77461,-4.92963,-1.72819,4.94386,1.73495,-4.92979
-1.87364,4.90727,1.84740,-4.89271,-1.79907,4.90718,1.77461,-4.89279,-1.72819,4.90702,1.73495,-4.89295
-1.87364,4.87042,1.84740,-4.85586,-1.79907,4.87034,1.77461,-4.85595,-1.72819,4.87018,1.73495,-4.85611
-1.87364,4.83358,1.84740,-4.81902,-1.79907,4.83350,1.77461,-4.81911,-1.72819,4.83334,1.73495,-4.81927
-1.87364,4.79674,1.84740,-4.78218,-1.79907,4.79665,1.77461,-4.78227,-1.72819,4.79650,1.73495,-4.78242
-1.87364,4.75990,1.84740,-4.74534,-1.79907,4.75981,1.77461,-4.74542,-1.76504,4.75965,1.73495,-4.74558
-1.87364,4.72306,1.84740,-4.70850,-1.79907,4.72297,1.77461,-4.70858,-1.76504,4.72281,1.73495,-4.70874
-1.87364,4.68621,1.84740,-4.67165,-1.79907,4.68613,1.77461,-4.67174,-1.76504,4.68597,1.73495,-4.67190
-1.87364,4.64937,1.84740,-4.63481,-1.79907,4.64929,1.77461,-4.63490,-1.76504,4.64913,1.73495,-4.63506
-1.87364,4.61253,1.84740,-4.59797,-1.79907,4.61244,1.77461,-4.59806,-1.76504,4.61229,1.73495,-4.59821
-1.87364,4.57569,1.84740,-4.56113,-1.79907,4.57560,1.77461,-4.56121,-1.76504,4.57544,1.73495,-4.56137
-1.87364,4.53885,1.84740,-4.52429,-1.79907,4.53876,1.77461,-4.52437,-1.72819,4.53860,1.73495,-4.52453
-1.87364,4.50200,1.84740,-4.48744,-1.79907,4.50192,1.77461,-4.48753,-1.72819,4.50176,1.73495,-4.48769
-1.87364,4.46516,1.84740,-4.45060,-1.79907,4.46508,1.77461,-4.45069,-1.72819,4.46492,1.73495,-4.45085
-1.87364,4.42832,1.84740,-4.41376,-1.79907,4.42823,1.77461,-4.41385,-1.72819,4.42808,1.73495,-4.41400
-1.87364,4.39148,1.84740,-4.37692,-1.79907,4.39139,1.77461,-4.37700,-1.72819,4.39123,1.73495,-4.37716
-1.87364,4.35464,1.84740,-4.34008,-1.79907,4.35455,1.77461,-4.34016,-1.72819,4.35439,1.73495,-4.34032
-1.87364,4.31779,1.84740,-4.30323,-1.79907,4.31771,1.77461,-4.30332,-1.72819,4.31755,1.73495,-4.30348
-1.87364,4.28095,1.84740,-4.26639,-1.79907,4.28087,1.77461,-4.26648,-1.72819,4.28071,1.73495,-4.26664
-1.87364,4.24411,1.84740,-4.22955,-1.79907,4.24402,1.77461,-4.22964,-1.76504,4.24387,1.73495,-4.22979
-1.87364,4.20727,1.84740,-4.19271,-1.79907,4.20718,1.77461,-4.19279,-1.76504,4.20702,1.73495,-4.19295
-1.87364,4.17043,1.84740,-4.15587,-1.79907,4.17034,1.77461,-4.15595,-1.76504,4.17018,1.73495,-4.15611
-1.87364,4.13358,1.84740,-4.11902,-1.83591,4.13350,1.77461,-4.11911,-1.76504,4.13334,1.73495,-4.11927
-1.91048,4.09674,1.84740,-4.08218,-1.83591,4.09666,1.77461,-4.08227,-1.76504,4.09650,1.73495,-4.08243
-1.91048,4.05990,1.84740,-4.04534,-1.83591,4.05981,1.77461,-4.04543,-1.76504,4.05966,1.73495,-4.04558
-1.87364,4.02306,1.84740,-4.00850,-1.83591,4.02297,1.77461,-4.00858,-1.76504,4.02281,1.73495,-4.00874
-1.87364,3.98622,1.84740,-3.97166,-1.83591,3.98613,1.77461,-3.97174,-1.76504,3.98597,1.73495,-3.97190
-1.87364,3.94937,1.84740,-3.93481,-1.83591,3.94929,1.77461,-3.93490,-1.76504,3.94913,1.73495,-3.93506
-1.87364,3.91253,1.84740,-3.89797,-1.83591,3.91245,1.77461,-3.89806,-1.76504,3.91229,1.73495,-3.89822
-1.87364,3.87569,1.84740,-3.86113,-1.83591,3.87560,1.77461,-3.86122,-1.76504,3.87545,1.73495,-3.86137
-1.87364,3.83885,1.84740,-3.82429,-1.83591,3.83876,1.77461,-3.82437,-1.76504,3.83860,1.73495,-3.82453
-1.87364,3.80201,1.84740,-3.78745,-1.83591,3.80192,1.77461,-3.78753,-1.76504,3.80176,1.73495,-3.78769
-1.87364,3.76516,1.84740,-3.75060,-1.83591,3.76508,1.77461,-3.75069,-1.76504,3.76492,1.73495,-3.75085
-1.87364,3.72832,1.84740,-3.71376,-1.83591,3.72824,1.77461,-3.71385,-1.76504,3.72808,1.73495,-3.71401
-1.87364,3.69148,1.84740,-3.67692,-1.83591,3.69139,1.77461,-3.67701,-1.76504,3.69124,1.73495,-3.67716
-1.87364,3.65464,1.84740,-3.64008,-1.83591,3.65455,1.77461,-3.64016,-1.76504,3.65439,1.73495,-3.64032
-1.87364,3.61780,1.84740,-3.60324,-1.83591,3.61771,1.77461,-3.60332,-1.76504,3.61755,1.73495,-3.60348
-1.87364,3.58095,1.84740,-3.56639,-1.83591,3.58087,1.77461,-3.56648,-1.76504,3.58071,1.73495,-3.56664
-1.87364,3.54411,1.84740,-3.52955,-1.83591,3.54403,1.77461,-3.52964,-1.76504,3.54387,1.73495,-3.52980
-1.87364,3.50727,1.84740,-3.49271,-1.83591,3.50718,1.77461,-3.49280,-1.76504,3.50703,1.73495,-3.49295
-1.87364,3.47043,1.84740,-3.45587,-1.83591,3.47034,1.77461,-3.45595,-1.76504,3.47018,1.73495,-3.45611
-1.87364,3.43359,1.84740,-3.41903,-1.83591,3.43350,1.77461,-3.41911,-1.76504,3.43334,1.73495,-3.41927
-1.87364,3.39674,1.84740,-3.38218,-1.83591,3.39666,1.77461,-3.38227,-1.76504,3.39650,1.73495,-3.38243
-1.87364,3.35990,1.84740,-3.34534,-1.83591,3.35982,1.77461,-3.34543,-1.76504,3.35966,1.73495,-3.34559
-1.87364,3.32306,1.84740,-3.30850,-1.83591,3.32297,1.77461,-3.30859,-1.76504,3.32282,1.73495,-3.30874
-1.87364,3.28622,1.84740,-3.27166,-1.83591,3.28613,1.77461,-3.27174,-1.76504,3.28597,1.73495,-3.27190
-1.87364,3.24938,1.84740,-3.23482,-1.79907,3.24929,1.77461,-3.23490,-1.76504,3.24913,1.73495,-3.23506
-1.87364,3.21253,1.84740,-3.19797,-1.79907,3.21245,1.77461,-3.19806,-1.76504,3.21229,1.73495,-3.19822
-1.87364,3.17569,1.84740,-3.16113,-1.83591,3.17561,1.77461,-3.16122,-1.76504,3.17545,1.69811,-3.16138
-1.87364,3.13885,1.84740,-3.12429,-1.79907,3.13876,1.77461,-3.12438,-1.76504,3.13861,1.69811,-3.12453
-1.87364,3.10201,1.81056,-3.08745,-1.79907,3.10192,1.77461,-3.08753,-1.76504,3.10176,1.69811,-3.08769
-1.87364,3.06517,1.81056,-3.05061,-1.79907,3.06508,1.77461,-3.05069,-1.76504,3.06492,1.69811,-3.05085
-1.87364,3.02832,1.84740,-3.01376,-1.79907,3.02824,1.77461,-3.01385,-1.76504,3.02808,1.69811,-3.01401
-1.87364,2.99148,1.84740,-2.97692,-1.83591,2.99140,1.77461,-2.97701,-1.76504,2.99124,1.69811,-2.97717
-1.87364,2.95464,1.84740,-2.94008,-1.83591,2.95455,1.77461,-2.94017,-1.76504,2.95440,1.69811,-2.94032
-1.87364,2.91780,1.84740,-2.90324,-1.83591,2.91771,1.77461,-2.90332,-1.76504,2.91755,1.73495,-2.90348
-1.87364,2.88096,1.84740,-2.86640,-1.83591,2.88087,1.77461,-2.86648,-1.76504,2.88071,1.73495,-2.86664
-1.87364,2.84411,1.84740,-2.82955,-1.83591,2.84403,1.77461,-2.82964,-1.76504,2.84387,1.73495,-2.82980
-1.87364,2.80727,1.84740,-2.79271,-1.83591,2.80719,1.77461,-2.79280,-1.76504,2.80703,1.73495,-2.79296
-1.87364,2.77043,1.84740,-2.75587,-1.83591,2.77034,1.77461,-2.75596,-1.76504,2.77019,1.73495,-2.75611
-1.87364,2.73359,1.84740,-2.71903,-1.83591,2.73350,1.77461,-2.71911,-1.76504,2.73334,1.73495,-2.71927
-1.87364,2.69675,1.84740,-2.68219,-1.83591,2.69666,1.77461,-2.68227,-1.76504,2.69650,1.73495,-2.68243
-1.87364,2.65990,1.84740,-2.64534,-1.79907,2.65982,1.77461,-2.64543,-1.76504,2.65966,1.73495,-2.64559
-1.87364,2.62306,1.84740,-2.60850,-1.79907,2.62298,1.77461,-2.60859,-1.76504,2.62282,1.73495,-2.60875
-1.87364,2.58622,1.84740,-2.57166,-1.79907,2.58613,1.77461,-2.57175,-1.76504,2.58598,1.69811,-2.57190
-1.87364,2.54938,1.84740,-2.53482,-1.79907,2.54929,1.77461,-2.53490,-1.76504,2.54913,1.69811,-2.53506
-1.87364,2.51254,1.81056,-2.49798,-1.79907,2.51245,1.77461,-2.49806,-1.76504,2.51229,1.69811,-2.49822
-1.87364,2.47569,1.81056,-2.46113,-1.79907,2.47561,1.77461,-2.46122,-1.76504,2.47545,1.69811,-2.46138
-1.87364,2.43885,1.81056,-2.42429,-1.79907,2.43877,1.73776,-2.42438,-1.76504,2.43861,1.69811,-2.42454
-1.87364,2.40201,1.81056,-2.38745,-1.79907,2.40192,1.77461,-2.38754,-1.76504,2.40177,1.69811,-2.38769
-1.87364,2.36517,1.81056,-2.35061,-1.79907,2.36508,1.77461,-2.35069,-1.76504,2.36492,1.69811,-2.35085
-1.87364,2.32833,1.81056,-2.31377,-1.79907,2.32824,1.77461,-2.31385,-1.76504,2.32808,1.69811,-2.31401
-1.87364,2.29148,1.81056,-2.27692,-1.79907,2.29140,1.77461,-2.27701,-1.76504,2.29124,1.69811,-2.27717
-1.87364,2.25464,1.81056,-2.24008,-1.79907,2.25456,1.77461,-2.24017,-1.76504,2.25440,1.69811,-2.24033
-1.87364,2.21780,1.84740,-2.20324,-1.79907,2.21771,1.77461,-2.20333,-1.76504,2.21756,1.69811,-2.20348
-1.87364,2.18096,1.84740,-2.16640,-1.83591,2.18087,1.77461,-2.16648,-1.76504,2.18071,1.69811,-2.16664
-1.87364,2.14412,1.84740,-2.12956,-1.83591,2.14403,1.77461,-2.12964,-1.76504,2.14387,1.69811,-2.12980
-1.87364,2.10727,1.84740,-2.09271,-1.83591,2.10719,1.77461,-2.09280,-1.76504,2.10703,1.69811,-2.09296
-1.87364,2.07043,1.84740,-2.05587,-1.79907,2.07035,1.77461,-2.05596,-1.76504,2.07019,1.69811,-2.05612
-1.87364,2.03359,1.84740,-2.01903,-1.83591,2.03350,1.77461,-2.01912,-1.76504,2.03335,1.69811,-2.01927
-1.87364,1.99675,1.84740,-1.98219,-1.83591,1.99666,1.77461,-1.98227,-1.76504,1.99650,1.69811,-1.98243
-1.87364,1.95991,1.84740,-1.94535,-1.79907,1.95982,1.77461,-1.94543,-1.76504,1.95966,1.69811,-1.94559
-1.87364,1.92306,1.84740,-1.90850,-1.79907,1.92298,1.77461,-1.90859,-1.76504,1.92282,1.69811,-1.90875
-1.87364,1.88622,1.84740,-1.87166,-1.79907,1.88614,1.77461,-1.87175,-1.76504,1.88598,1.69811,-1.87191
-1.87364,1.84938,1.84740,-1.83482,-1.79907,1.84929,1.77461,-1.83491,-1.76504,1.84914,1.69811,-1.83506
-1.87364,1.81254,1.84740,-1.79798,-1.79907,1.81245,1.77461,-1.79806,-1.76504,1.81229,1.69811,-1.79822
-1.87364,1.77570,1.84740,-1.76114,-1.79907,1.77561,1.77461,-1.76122,-1.76504,1.77545,1.69811,-1.76138
-1.87364,1.73885,1.84740,-1.72429,-1.79907,1.73877,1.77461,-1.72438,-1.72819,1.73861,1.73495,-1.72454
-1.87364,1.70201,1.84740,-1.68745,-1.79907,1.70193,1.77461,-1.68754,-1.72819,1.70177,1.73495,-1.68770
-1.87364,1.66517,1.84740,-1.65061,-1.79907,1.66508,1.77461,-1.65070,-1.72819,1.66493,1.73495,-1.65085
-1.87364,1.62833,1.84740,-1.61377,-1.79907,1.62824,1.77461,-1.61385,-1.72819,1.62808,1.73495,-1.61401
-1.87364,1.59149,1.84740,-1.57693,-1.79907,1.59140,1.77461,-1.57701,-1.72819,1.59124,1.73495,-1.57717
-1.87364,1.55464,1.84740,-1.54008,-1.79907,1.55456,1.77461,-1.54017,-1.72819,1.55440,1.73495,-1.54033
-1.87364,1.51780,1.84740,-1.50324,-1.79907,1.51772,1.77461,-1.50333,-1.72819,1.51756,1.73495,-1.50349
-1.87364,1.48096,1.84740,-1.46640,-1.79907,1.48087,1.77461,-1.46649,-1.72819,1.48072,1.73495,-1.46664
-1.87364,1.44412,1.84740,-1.42956,-1.79907,1.44403,1.77461,-1.42964,-1.76504,1.44387,1.73495,-1.42980
-1.87364,1.40728,1.84740,-1.39272,-1.79907,1.40719,1.77461,-1.39280,-1.76504,1.40703,1.73495,-1.39296
-1.87364,1.37043,1.84740,-1.35587,-1.79907,1.37035,1.77461,-1.35596,-1.76504,1.37019,1.73495,-1.35612
-1.83680,1.33359,1.84740,-1.31903,-1.79907,1.33351,1.81145,-1.31912,-1.72819,1.33335,1.73495,-1.31928
-1.83680,1.29675,1.88424,-1.28219,-1.79907,1.29666,1.81145,-1.28228,-1.72819,1.29651,1.73495,-1.28243
-1.83680,1.25991,1.88424,-1.24535,-1.79907,1.25982,1.81145,-1.24543,-1.72819,1.25966,1.73495,-1.24559
-1.83680,1.22307,1.84740,-1.20851,-1.79907,1.22298,1.81145,-1.20859,-1.72819,1.22282,1.73495,-1.20875
-1.83680,1.18622,1.88424,-1.17166,-1.79907,1.18614,1.81145,-1.17175,-1.72819,1.18598,1.73495,-1.17191
-1.83680,1.14938,1.88424,-1.13482,-1.79907,1.14930,1.81145,-1.13491,-1.72819,1.14914,1.73495,-1.13507
-1.83680,1.11254,1.88424,-1.09798,-1.79907,1.11245,1.81145,-1.09807,-1.72819,1.11230,1.73495,-1.09822
-1.83680,1.07570,1.88424,-1.06114,-1.79907,1.07561,1.81145,-1.06122,-1.72819,1.07545,1.73495,-1.06138
-1.83680,1.03886,1.88424,-1.02430,-1.79907,1.03877,1.81145,-1.02438,-1.72819,1.03861,1.73495,-1.02454
-1.83680,1.00201,1.88424,-0.98745,-1.79907,1.00193,1.81145,-0.98754,-1.72819,1.00177,1.73495,-0.98770
-1.87364,0.96517,1.84740,-0.95061,-1.79907,0.96509,1.81145,-0.95070,-1.72819,0.96493,1.73495,-0.95086
-1.87364,0.92833,1.84740,-0.91377,-1.79907,0.92824,1.81145,-0.91386,-1.72819,0.92809,1.73495,-0.91401
-1.87364,0.89149,1.84740,-0.87693,-1.79907,0.89140,1.81145,-0.87701,-1.76504,0.89124,1.73495,-0.87717
-1.87364,0.85465,1.84740,-0.84009,-1.79907,0.85456,1.81145,-0.84017,-1.76504,0.85440,1.73495,-0.84033
-1.87364,0.81780,1.84740,-0.80324,-1.79907,0.81772,1.81145,-0.80333,-1.76504,0.81756,1.73495,-0.80349
-1.87364,0.78096,1.84740,-0.76640,-1.79907,0.78088,1.81145,-0.76649,-1.76504,0.78072,1.73495,-0.76665
-1.87364,0.74412,1.84740,-0.72956,-1.83591,0.74403,1.81145,-0.72965,-1.76504,0.74388,1.73495,-0.72980
-1.87364,0.70728,1.84740,-0.69272,-1.83591,0.70719,1.81145,-0.69280,-1.76504,0.70703,1.73495,-0.69296
-1.87364,0.67044,1.84740,-0.65588,-1.83591,0.67035,1.81145,-0.65596,-1.76504,0.67019,1.73495,-0.65612
-1.87364,0.63359,1.84740,-0.61903,-1.83591,0.63351,1.81145,-0.61912,-1.76504,0.63335,1.73495,-0.61928
-1.87364,0.59675,1.84740,-0.58219,-1.79907,0.59667,1.81145,-0.58228,-1.76504,0.59651,1.73495,-0.58244
-1.87364,0.55991,1.84740,-0.54535,-1.83591,0.55982,1.81145,-0.54544,-1.76504,0.55967,1.73495,-0.54559
-1.87364,0.52307,1.84740,-0.50851,-1.83591,0.52298,1.81145,-0.50859,-1.76504,0.52282,1.73495,-0.50875
-1.87364,0.48623,1.84740,-0.47167,-1.79907,0.48614,1.81145,-0.47175,-1.76504,0.48598,1.73495,-0.47191
-1.87364,0.44938,1.84740,-0.43482,-1.79907,0.44930,1.81145,-0.43491,-1.76504,0.44914,1.73495,-0.43507
-1.87364,0.41254,1.84740,-0.39798,-1.79907,0.41246,1.81145,-0.39807,-1.76504,0.41230,1.73495,-0.39823
-1.87364,0.37570,1.84740,-0.36114,-1.79907,0.37561,1.77461,-0.36123,-1.76504,0.37546,1.73495,-0.36138
-1.87364,0.33886,1.84740,-0.32430,-1.79907,0.33877,1.77461,-0.32438,-1.76504,0.33861,1.73495,-0.32454
-1.87364,0.30202,1.84740,-0.28746,-1.79907,0.30193,1.77461,-0.28754,-1.76504,0.30177,1.73495,-0.28770
-1.87364,0.26517,1.84740,-0.25061,-1.79907,0.26509,1.77461,-0.25070,-1.76504,0.26493,1.73495,-0.25086
-1.87364,0.22833,1.84740,-0.21377,-1.83591,0.22825,1.77461,-0.21386,-1.76504,0.22809,1.73495,-0.21402
-1.87364,0.19149,1.84740,-0.17693,-1.83591,0.19140,1.77461,-0.17702,-1.76504,0.19125,1.73495,-0.17717
-1.87364,0.15465,1.84740,-0.14009,-1.83591,0.15456,1.77461,-0.14017,-1.76504,0.15440,1.73495,-0.14033
-1.87364,0.11781,1.84740,-0.10325,-1.83591,0.11772,1.77461,-0.10333,-1.76504,0.11756,1.73495,-0.10349
-1.87364,8.09649E-02,1.84740,-6.64031E-02,-1.83591,8.08772E-02,1.77461,-6.64908E-02,-1.76504,8.07196E-02,1.73495,-6.66484E-02
-1.87364,4.41229E-02,1.84740,-2.95611E-02,-1.83591,4.40352E-02,1.77461,-2.96488E-02,-1.76504,4.38776E-02,1.73495,-2.98064E-02
